Ticker,CompanyName,Notes,naics_orig,naics,Sector,Industry,@@@GLASSDOOR@@@,TotalReviews,OverallRating,Culture_Values,WorkLifeBalance,SeniorManagement,Compensation_Benefits,CareerOpportunities,Recommend,PositiveBusinessOutlook,TotalCEORatings,CEOApproval,TotalInterviews,PositiveInterviewExperience,NeutralInterviewExperience,NegativeInterviewExperience,InterviewDifficulty,TotalBenefitRatings,BenefitRating,@@@MINDSET_CODING@@@,xOTIOverall,OTI_Coded,OTI1_H,OTI2_H,OTI3_H,OTI4_H,OTI5_H,OTI6_H,OTI7_H,OTI8_H,rOTI2_H,Performance_H,Growth_H,TheBest_H,Motivated_H,Geniuses_H,WorkHard_H,Products_H,Clients_H,Competitors_H,Employees_H,Diversity_H,OTI1_S,OTI2_S,OTI3_S,OTI4_S,OTI5_S,OTI6_S,OTI7_S,OTI8_S,Performance_S,Growth_S,TheBest_S,Motivated_S,Geniuses_S,WorkHard_S,Products_S,Clients_S,Competitors_S,Employees_S,Diversity_S,rOTI5_H,rOTI7_H,rOTI2_S,rOTI5_S,rOTI7_S,xOTI_H,xOTI_S,diff_OTI_HvsS,VAR00001,xPerformance,xGrowth,xTheBest,xMotivated,xGeniuses,xWorkHard,xProducts,xClients,xCompetitors,xEmployees,xDiversity,xOTI_Dweck,@@@Compustat@@@,conm_2013,conm_2014,gvkey_2013,gvkey_2014,datadate_2013,datadate_2014,fyear_2013,fyear_2014,indfmt_2013,consol_2013,popsrc_2013,curcd_2013,fyr_2013,fyr_2014,emp_2013,emp_2014,gp_2013,gp_2014,sale_2013,sale_2014,ni_2013,ni_2014,revt_2013,revt_2014,at_2013,at_2014,dltt_2013,dltt_2014,ebit_2013,ebit_2014,seq_2013,seq_2014,teq_2013,teq_2014,xrd_2013,xrd_2014,costat_2013,costat_2014,spcsrc_2013,spcsrc_2014,DIV_str_C,DIV_str_E,DIV_str_H,DIV_con_A,DIV_con_C,DIV_con_D,DIV_str_num,DIV_con_num,CGOV_str_num,CGOV_con_num,CGOV_con_K,CGOV_con_L,CGOV_con_M,CGOV_str_G,CGOV_str_H,YEAR,CompanyAge,CompFounded,InsidersControl,InsidersPctg,DirectorsInside,DirectorsInsidePct,DirectorsOutside,DirectorsOver10YrsTenure,DirectorsOver10YrsTenurePct,DirectorsOver15YrsTenure,DirectorsOver15YrsTenurePct,DirectorsProblem,DirectorsProblemPct,DirectorsWomen,DirectorsWomenPct,DirectorsTotal,CEOCompensationYear,Tenure,CEOBaseSalary,CEOSharesHeld,CEOBonus,CEOTotAnnComp,CEOAllOtherCompensation,@@@@@@,ROE_2013,ROS_2013,xLogRev13,xLogRev14,xLogEmp13,xLogEmp14,xLogAt13,xLogAt14,xRisk13,xRisk14,xRD_intensity13,xRD_intensity14,xOTI_1SD,xEChange,@@@Process@@@,xOTI,xLEmp13,xLEmp14,xLRev13,xLAt13,CompAge,Overall,Culture,Reviews,ID,Exclude,filter_$,ZxOTIOverall,ZOverallRating
A,Agilent Technologies, ,334516,334516,31,"scientific, photographic, and control equipment", ,925,3.5,3.8,3.8,3.1,3.3,3.1,71,67,151,91,203,67,22,10,3,68,3.4, ,4, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,3,2,0,0,0,5,2,5,5,2,5,2,5,1,5,0,3,0,3,5,1,0,0,0,3,3,5,5,5,3,5,2, ,2,3.5,1.5,2.5,1.5,2.5,4,1.5,0,0,0,4, ,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES INC,126554,126554,10/31/2013,10/31/2014,2013,2014,INDL,C,D,USD,10,10,20.6,21.4,3960,4060,6782,6981,724,504,6782,6981,10686,10831,2699,2762,1061,1128,5286,5298,5289,5301,705,719,A,A,B-,B-,0,1,1,0,0,0,2,0,0,0,0,0,0,0, ,2013,10,1999,No,0,1,0.111111,8,6,0.666667,0,0,1,0.111111,1,0.111111,9,2012,8,990000, ,0,2268743,30935, ,0.200605029,0.10675317,8.822027323,8.850947452,3.072693315,3.109060959,9.276689753,9.290167672,0.252573461,0.255008771,0.103951637,0.10299384, ,0.8, ,4,3.072693315,3.109060959,8.822027323,9.276689753,10,3.5,3.8,925,371,0,1,-0.219014023,0.385678359
APD,Air Products & Chemicals, ,325120,325120,31,chemicals, ,494,3.3,3.1,3.4,2.6,3.5,2.9,49,27,129,43,109,68,21,9,2.8,62,3.8, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,1,1,0,3,0,6,1,6,6,1,6,1,6,2,4,1,4,0,3,0,2,0,3,0,6,6,6,6,6,6,6,0, ,1,4.5,0.5,4.5,0,4,0.5,1.5,0,3,0,6, ,AIR PRODUCTS & CHEMICALS INC,AIR PRODUCTS & CHEMICALS INC,1209,1209,9/30/2013,9/30/2014,2013,2014,INDL,C,D,USD,9,9,21.6,21.2,3615.3,3761.3,10180.4,10439,994.2,991.7,10180.4,10439,17850.1,17779.1,5056.3,4824.5,1508.3,1603.7,7042.1,7365.8,7198.9,7521.4,133.7,141.4,A,A,A-,A-,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,69,1940,No,0.01,1,0.083333,11,4,0.333333,0,0,2,0.166667,3,0.25,12,2012,6,1200000, ,0,2262983,164983, ,0.209518121,0.097658245,9.228219582,9.253304071,3.117949906,3.100092289,9.789764389,9.785778889,0.28326452,0.271357943,0.013133079,0.013545359,1,-0.4, ,6,3.117949906,3.100092289,9.228219582,9.789764389,69,3.3,3.1,494,273,0,1,1.131632194,-0.125730084
AKS,AK Steel Holding, ,331110,331110,31,metals, ,130,2.8,2.1,2.1,2.1,3.6,2.6,38,28,8,60,26,57,15,26,2.7,29,4, ,4, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,3,1,0,0,0,5,2,5,5,2,5,2,5,4,1,1,2,0,2,3,1,0,0,0,3,3,5,5,5,3,5,2, ,3.5,1.5,2,2,1.5,2,3,1,0,0,0,4, ,AK STEEL HOLDING CORP,AK STEEL HOLDING CORP,29968,29968,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,6.4,8,553.5,633.2,5570.4,6505.7,-46.8,-96.9,5570.4,6505.7,3605.7,4858.5,1506.2,2452.5,158.1,200.6,-221,-492.5,192.7,-77,13.2,17.5,A,A,C,C,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013,19,1994,No,0.0204,1,0.1,9,5,0.5,3,0.3,3,0.3,2,0.2,10,2012,10,1150000, ,0,1566014,163014, ,0.82044629,-0.008401551,8.625222144,8.780433995,2.00148,2.197224577,8.190271206,8.488485027,0.417727487,0.504785428,0.002369668,0.002689949, ,1.6, ,4,2.00148,2.197224577,8.625222144,8.190271206,19,2.8,2.1,130,430,0,1,-0.219014023,-1.404251193
AA,Alcoa, ,331318,331318,31,metals, ,584,3.1,2.9,2.7,2.3,3.6,2.7,48,26,261,52,165,64,18,17,2.8,76,3.9, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,2,0,3,1,6,1,6,6,1,6,1,6,2,5,0,4,0,4,2,1,0,3,2,6,6,6,6,6,6,6,0, ,1,5,0,4.5,0,4.5,1,1.5,0,3,1.5,6, ,ALCOA INC,ALCOA INC,1356,1356,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,60,59,3746,4787,23032,23906,-2285,268,23032,23906,35742,37399,7607,8769,1125,2245,10593,12306,13522,14794,192,218,A,A,B-,B-,1,0,1,0,0,0,2,0,1,1,0,0,1,1, ,2013,119,1894,No,0,1,0.090909,10,4,0.363636,1,0.090909,0,0,3,0.272727,11,2012,5,1440000, ,0,4127566,203566, ,0.083197752,-0.099209795,10.04463983,10.08188475,4.110873864,4.094344562,10.48408175,10.52939925,0.212830843,0.23447151,0.008336228,0.00911905,1,-1, ,6,4.110873864,4.094344562,10.04463983,10.48408175,119,3.1,2.9,584,128,0,1,1.131632194,-0.637138528
ATI,Allegheny Technologies, ,331110,331110,31,metals, ,205,3.3,3.3,3.1,2.9,3.6,3.2,59,45,77,56,33,63,24,12,2.8,44,3.6, ,1.5,0,1,6,1,1,6,1,6,1,1,5,0,5,0,5,0,3,1,0,0,0,2,5,2,2,5,2,5,2,5,2,2,1,2,1,5,2,0,0,0,1,1,2,2,2,1,2,1, ,5,1,3.5,0.5,3.5,0.5,4,1.5,0,0,0,1.5, ,ALLEGHENY TECHNOLOGIES INC,ALLEGHENY TECHNOLOGIES INC,10405,10405,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,9.5,9.7,469.9,535.3,4043.5,4223.4,154,-2.6,4043.5,4223.4,6898.5,6582.6,1527.4,1509.1,31.7,106.8,2894.2,2598.4,2994.7,2709.3,16.1,17.4,A,A,B-,B-,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,14,1999,No,0,1,0.090909,9,3,0.272727,2,0.181818,1,0.090909,3,0.272727,11,2012,2,923123, ,0,4066424,387465, ,0.010585367,0.038085817,8.304865933,8.34839577,2.351375257,2.370243741,8.839059276,8.792185083,0.221410452,0.229255917,0.003981699,0.004119903,0,0.2, ,1.5,2.351375257,2.370243741,8.304865933,8.839059276,14,3.3,3.3,205,490,0,1,-1.907321795,-0.125730084
AGN,Allergan,**Actavis is now known as Allergan**,325412,325412,31,pharmaceuticals, ,740,3.5,3.1,3.2,2.9,3.6,3.2,68,54,115,77,156,64,24,10,3.2,138,3.9, ,4.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,5,4,0,3,1,4,3,4,4,3,4,3,4,3,5,4,3,3,3,4,3,0,2,0,5,5,4,4,4,5,4,1, ,2,4.5,2.5,3.5,2,3.5,4.5,3.5,0,2.5,0.5,4.5, ,ALLERGAN PLC,ALLERGAN PLC,27845,27845,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,19.2,21.6,4363.4,7779.3,8677.6,13062.3,-750.4,-1630.5,8677.6,13062.3,22725.9,52529.1,8517.4,14846.3,1056.4,845,9532.1,28331.1,9537.1,28335.5,621.3,1510.2,A,A,B-,B-,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2013,65,1948,No,0.0175,1,0.111111,8,3,0.333333,0,0,0,0,2,0.222222,9,2012,15,1300000, ,0,2996936,51936, ,0.110767424,-0.086475523,9.068500272,9.477485498,3.005682604,3.117949906,10.03126052,10.86912258,0.374788237,0.282630009,0.071598138,0.115615167, ,2.4, ,4.5,3.005682604,3.117949906,9.068500272,10.03126052,65,3.5,3.1,740,440,0,1,0.118647531,0.385678359
ALL,Allstate , ,524126,524126,52,insurance: property and casualty (stock), ,3278,3.4,3.5,3.5,2.9,3.1,3.1,61,48,1349,79,1100,61,22,16,2.7,497,3.4, ,5.5625,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,1,5,0,4,1,5,2,5,5,2,5,1,5,4,2,3,4,1,4,2,1,0,3,1,6,6,5,5,6,6,5.125,0.875, ,2,3.5,1.5,4.5,0.5,4.5,1.5,3,0,3.5,1,5.5, ,ALLSTATE CORP,ALLSTATE CORP,28349,28349,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,39.4,40.2,4713,4479,34165,34826,2280,2850,34165,34826,123520,108533,5245,5205,4489,4238,21480,22304,21480,22304, , ,A,A,B,B,0,1,1,0,0,0,2,0,1,0,0,0,0, ,1,2013,82,1931,No,0.0119,1,0.083333,11,6,0.5,0,0,2,0.166667,3,0.25,12,2012,6,1100000, ,0,7375934,111204, ,0.208985102,0.066734963,10.43895701,10.45811951,3.698829785,3.718438256,11.72415837,11.59480955,0.042462759,0.047957764, , , ,0.8, ,5.5625,3.698829785,3.718438256,10.43895701,11.72415837,82,3.4,3.5,3278,92,0,1,0.836178334,0.129974138
ALLY,Ally Financial, ,522220,522220,52,commercial banks, ,512,3.2,3,3.1,2.7,3.3,2.9,54,50,105,75,138,66,19,13,2.7,85,4.1, ,5,1,6,1,6,6,1,6,1,6,6,1,4,0,5,0,5,0,2,0,3,1,4,3,4,4,3,4,3,4,5,3,4,3,2,2,1,2,0,3,0,6,6,4,4,4,6,4,2, ,3,3.5,2,4,1,3.5,0.5,2,0,3,0.5,5, ,ALLY FINANCIAL INC,ALLY FINANCIAL INC,5072,5072,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,7.1,6.9,5157,5881,9636,9869,361,1150,9636,9869,151167,151828,52293,49120,3081,3567,14208,15399,14208,15399, , ,A,A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.216849662,0.037463678,9.173261364,9.19715381,2.091864062,2.066862759,11.92614046,11.93050358,0.345928675,0.323523988, , , ,-0.2, ,5,2.091864062,2.066862759,9.173261364,11.92614046, ,3.2,3,512,221,0,1,0.456309086,-0.381434306
ANR,Alpha Natural Resources, , , ,21,"mining, crude-oil production", ,94,2.5,2.1,2.6,2.2,2.4,1.6,29,7,1,9999.99,7,57,28,14,3,21,2.8, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,3,1,5,0,5,2,5,5,2,5,2,5,3,4,2,4,2,4,1,3,0,4,0,6,6,5,5,5,6,5,1, ,1.5,4.5,1,4.5,1,4.5,1.5,3,0.5,4.5,0,5.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.5, , , , , ,2.5,2.1,94,365,3,0,0.79397064,-2.171363858
MO,Altria Group, ,312230,312230,31,tobacco, ,655,3.8,3.7,3.7,3.4,4.3,3.3,76,68,300,93,332,62,23,13,3.4,105,4.5, ,4, ,3,4,3,3,4,3,4,3,3,2,3,3,2,3,2,2,3,0,4,0,5,2,5,5,2,5,2,5,4,2,2,4,1,3,4,1,0,2,0,3,3,5,5,5,3,5,2, ,3,2.5,2.5,3,2,2.5,3,2,0,3,0,4, ,ALTRIA GROUP INC,ALTRIA GROUP INC,8543,8543,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,9,9,10649,10368,17663,17945,4535,5070,17663,17945,34859,34475,13992,13693,8096,7619,4119,3014,4118,3010,153,167,A,A,A-,A-,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,111,1902,No,0,1,0.090909,9,1,0.090909,0,0,0,0,2,0.181818,11,2012,1,1025237, ,0,3724672,199435, ,1.966002914,0.256751401,9.779227335,9.795066804,2.302585093,2.302585093,10.45906663,10.4479897,0.401388451,0.397186367,0.008662175,0.009306213, ,0, ,4,2.302585093,2.302585093,9.779227335,10.45906663,111,3.8,3.7,655,159,0,1,-0.219014023,1.152791025
AMZN,Amazon.com, ,454111,454111,44,internet services and retailing, ,15000,3.5,3.4,2.9,3.1,3.6,3.5,67,68,7589,82,13101,57,23,18,3.1,1764,3.7, ,2.6875, ,3,4,3,3,4,3,4,3,3,4,1,3,2,3,2,1,5,0,0,0,2,4,2,2,4,2,4,2,5,0,2,0,1,0,5,4,0,0,0,3,3,3,3,3,3,2.375,0.625, ,4.5,0.5,2.5,1,2,1,3,4.5,0,0,0,2.5, ,AMAZON.COM INC,AMAZON.COM INC,64768,64768,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,117.3,154.1,22771,29836,74452,88988,274,-241,74452,88988,40159,54505,5181,12489,691,130,9746,10741,9746,10741,6565,9275,A,A,C,C,0,0,0,0,0,1,0,1,0,1,0,0,1, , ,2013,19,1994,No,0.192,1,0.111111,7,5,0.555556,3,0.333333,0,0,2,0.222222,9,2012,17,81840, ,0,1681840,1600000, ,0.070900882,0.003680223,11.2179099,11.39625681,4.773223771,5.04407007,10.60060185,10.90604772,0.129012177,0.229134942,0.088177618,0.104227536,0,36.8, ,2.6875,4.773223771,5.04407007,11.2179099,10.60060185,19,3.5,3.4,15000,49,0,1,-1.105375603,0.385678359
AEE,Ameren, ,2211,2211,22,utilities: gas and electric, ,150,3.8,3.7,4,3.3,4.3,3.4,81,66,64,89,72,57,23,18,3.1,35,4.5, ,5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,0,0,0,0,0,5,2,5,5,2,5,2,5,4,3,3,4,2,4,3,0,0,0,0,5,5,5,5,5,5,5,0, ,2.5,3.5,2,4,1.5,4,1.5,0,0,0,0,5, ,AMEREN CORP,AMEREN CORP,10860,10860,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,8.527,8.527,1890,1999,5838,6053,289,586,5838,6053,21042,22676,5504,6120,1184,1254,6686,6855,6686,6855, , ,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,12,1997,No,0,1,0.090909,10,0,0,0,0,0,0,3,0.272727,11,2012,4,1000000, ,0,2194080,120980, ,0.177086449,0.049503255,8.672143551,8.708309296,2.254129873,2.254129873,9.954275719,10.02906238,0.261572094,0.269888869, , , ,0, ,5,2.254129873,2.254129873,8.672143551,9.954275719,12,3.8,3.7,150,373,0,1,0.456309086,1.152791025
AEP,American Electric Power, ,2211,2211,22,utilities: gas and electric, ,265,3.7,3.3,3.5,3.3,3.8,3.2,77,71,115,90,50,63,19,17,2.8,37,3.8, ,4.5, ,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,3,2,0,1,0,4,3,4,4,3,4,3,4,5,0,3,3,2,3,5,0,0,2,0,5,5,4,4,4,5,4,1, ,3.5,1.5,2,3.5,1.5,3.5,4,1,0,1.5,0,4.5, ,AMERICAN ELECTRIC POWER CO,AMERICAN ELECTRIC POWER CO,1440,1440,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,18.521,18.529,4854,5216,15357,17020,1480,1634,15357,17020,56414,59633,17256,16622,3111,3287,16085,16820,16086,16824, , ,A,A,A-,A-,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,51,1958,No,0,3,0.214286,11,1,0.071429,0,0,1,0.071429,3,0.214286,14,2012,2,903461, ,0,2510170,106709, ,0.193397986,0.09637299,9.639326675,9.742144402,2.971490809,2.97190054,10.94047263,10.99596439,0.305881519,0.278738282, , , ,0.008, ,4.5,2.971490809,2.97190054,9.639326675,10.94047263,51,3.7,3.3,265,185,0,1,0.118647531,0.897086803
AXP,American Express, ,522210,522210,52, , ,4883,3.7,3.8,3.9,3.2,3.6,3.4,76,49,3019,86,1300,64,19,16,3,514,4, ,5.375,1,6,1,6,6,1,6,1,6,6,1,4,0,5,0,5,1,5,0,4,0,5,2,5,4,2,4,2,5,4,2,2,4,1,3,2,1,0,3,1,6,6,5,5,5,6,4.75,1.25, ,2.5,3,1,4.5,0.5,4,1.5,3,0,3.5,0.5,5.5, ,AMERICAN EXPRESS CO,AMERICAN EXPRESS CO,1447,1447,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,62.8,54,9881,9975,34932,35280,5359,5885,34932,35280,153375,159103,45481,45876,8861,8963,19496,20673,19496,20673, , ,A,A,B+,B+,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,140,1873,No,0.0127,2,0.142857,11,4,0.285714,1,0.071429,1,0.071429,3,0.214286,14,2012,12,2000000, ,4000000,6987897,987897, ,0.454503488,0.153412344,10.46115859,10.47107151,4.15575319,4.007333185,11.94064118,11.97730707,0.296534637,0.288341515, , , ,-8.8, ,5.375,4.15575319,4.007333185,10.46115859,11.94064118,140,3.7,3.8,4883,90,0,1,0.709555251,0.897086803
--,American Family Insurance Group,not publicly traded, , ,52,insurance: property and casualty (stock), ,716,3.3,3.3,3.3,2.8,3.4,3,58,49,302,74,147,71,17,10,2.8,94,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.3,3.3,716,393,3,0, ,-0.125730084
AFG,American Financial Group,** Only one person gave interview feedback**,524126,524126,52,insurance: property and casualty (stock), ,16,3.4,3.4,2.9,3.2,3,2.9,74,41,9,87,1,9999.99,9999.99,100,2,1,5, ,3.5, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,5,4,1,3,1,4,3,4,4,3,4,3,4,5,2,1,4,0,4,5,2,0,1,0,3,3,4,4,4,3,4,1, ,4,2,2,3,1.5,3,5,3,0.5,2,0.5,3.5, ,AMERICAN FINANCIAL GROUP INC,AMERICAN FINANCIAL GROUP INC,8431,8431,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,6.3,7.2,903,829,5092,5695,471,452,5092,5695,42087,47535,1351,1487,761,685,4599,4879,4769,5054, , ,A,A,B+,B+,0,0,0,0,0,1,0,1,1,0,0,0,0, ,1,2013,0, ,No,0.134,6,0.461538,7,6,0.461538,4,0.307692,0,0,1,0.076923,13,2012,8,1150000, ,0,2786045,818345, ,0.159572237,0.092498036,8.53542596,8.647343876,1.987874348,2.104134154,10.64749418,10.76922156,0.032100173,0.031282213, , , ,0.9, ,3.5,1.987874348,2.104134154,8.53542596,10.64749418,0,3.4,3.4,16,485,0,1,-0.556675577,0.129974138
AIG,American International Group,**Commonly known as AIG**,524126,524126,52,insurance: property and casualty (stock), ,2705,2.9,2.7,3.3,2.4,3.2,2.6,44,30,10,99,744,62,23,13,2.7,452,3.9, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,3,1,0,2,0,5,2,5,5,2,5,2,5,4,3,1,4,0,4,3,2,0,4,0,6,6,5,5,5,6,5,1, ,2,4,0.5,4.5,0,4.5,3,1.5,0,3,0,5.5, ,AMERICAN INTERNATIONAL GROUP,AMERICAN INTERNATIONAL GROUP,1487,1487,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,64,65,15884,15350,67375,63004,9085,7529,67375,63004,541329,515581,38363,29199,11171,10902,100470,106898,101081,107272, , ,A,A,B-,B-,0,1,0,0,0,0,1,0,1,1,0,0,1, ,1,2013,94,1919,No,0.0005,1,0.076923,12,0,0,0,0,2,0.153846,2,0.153846,13,2012,4,3000000, ,0,3040498,40498, ,0.110515329,0.134842301,11.11802931,11.0509535,4.17438727,4.189654742,13.20178251,13.1530497,0.070868178,0.056633196, , , ,1, ,5.5,4.17438727,4.189654742,11.11802931,13.20178251,94,2.9,2.7,2705,38,0,1,0.79397064,-1.148546971
AMP,Ameriprise Financial, ,523110,523110,52,diversified financials, ,1199,3.5,3.5,3.4,3.2,3.2,3.2,69,58,615,86,278,62,23,14,2.7,130,3.6, ,4.875, ,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,0,2,0,2,0,4,3,5,5,2,5,2,5,5,3,1,4,0,4,3,1,0,2,0,5,5,4,5,5,5,4.75,0.25, ,3.5,3,1,4,0.5,4,1.5,1.5,0,2,0,4.75, ,AMERIPRISE FINANCIAL INC,AMERIPRISE FINANCIAL INC,164708,164708,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,12.039,12.209,5196,6154,11230,12296,1334,1619,11230,12296,144576,148810,8151,9929,2265,2875,8192,8124,9232,9305, , ,A,A,A-,A-,0,0,0,0,0,1,0,1,0,1,0,0,1, , ,2013,8,2005,No,0.0284,1,0.111111,8,0,0,0,0,1,0.111111,1,0.111111,9,2012,8,950000, ,0,9176721,680721, ,0.245342288,0.118788958,9.326344048,9.417029285,2.567944866,2.580898415,11.8815606,11.9104256,0.056378652,0.066722666, , , ,0.17, ,4.875,2.567944866,2.580898415,9.326344048,11.8815606,8,3.5,3.5,1199,263,0,1,0.371893697,0.385678359
ABC,AmerisourceBergen, ,424210,424210,42,wholesalers: health care, ,642,3.3,3.1,3,2.8,3.5,3,60,53,268,72,165,43,21,34,2.7,112,4.1, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,1,1,0,1,0,5,2,5,5,2,5,2,5,4,3,1,4,0,4,4,2,0,0,0,6,6,5,5,5,6,5,1, ,2,4,0.5,4.5,0,4.5,2.5,1.5,0,0.5,0,5.5, ,AMERISOURCEBERGEN CORP,AMERISOURCEBERGEN CORP,31673,31673,9/30/2013,9/30/2014,2013,2014,INDL,C,D,USD,9,9,13,14,2488.579,2960.691,87959.167,119569.127,433.707,276.484,87959.167,119569.127,18918.638,21532.183,1396.606,1995.632,989.038,1185.379,2319.745,1956.899,2319.745,1956.899,0,0,A,A,A-,A-,0,0,0,0,0,0,0,0,0,1,0,0,1,0, ,2013,8,2001,No,0.01,1,0.1,9,3,0.3,0,0,0,0,2,0.2,10,2012,2,1093462, ,0,2556624,115012, ,0.426356345,0.004930777,11.38462797,11.69164995,2.63905733,2.708050201,9.847902853,9.977303979,0.073821699,0.09268136,0,0, ,1, ,5.5,2.63905733,2.708050201,11.38462797,9.847902853,8,3.3,3.1,642,32,0,1,0.79397064,-0.125730084
AMGN,Amgen, ,325414,325414,31,pharmaceuticals, ,1458,3.7,3.5,3.4,3,4,3.2,70,61,520,71,333,70,18,11,3,273,4.3, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,4,0,5,3,5,2,5,5,2,5,2,5,3,5,3,4,2,4,2,1,2,4,3,6,6,5,5,5,6,5,1, ,1.5,5,1.5,4.5,1,4.5,2,2.5,1,4.5,3,5.5, ,AMGEN INC,AMGEN INC,1602,1602,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,20,17.9,16616,17936,18676,20063,5081,5158,18676,20063,66125,69009,29623,30215,6290,6924,22096,25778,22096,25778,4083,4297,A,A,B+,B+,0,1,1,0,0,1,2,1,0,0,0,0,0, , ,2013,33,1980,No,0,1,0.083333,11,4,0.333333,2,0.166667,1,0.083333,2,0.166667,12,2012,1,1262308, ,0,4998367,420059, ,0.284666908,0.272060398,9.834994556,9.906632602,3.044522438,2.939161922,11.09930217,11.14199221,0.447984877,0.437841441,0.218622831,0.214175348, ,-2.1, ,5.5,3.044522438,2.939161922,9.834994556,11.09930217,33,3.7,3.5,1458,162,0,1,0.79397064,0.897086803
AAR,AMR,"**Company no longer exists, Not on Glassdoor**", , ,48,airlines, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,121,1,0, , 
APC,Anadarko Petroleum, ,211111,211111,21,"mining, crude-oil production", ,299,3.9,3.4,4.1,3.1,4.4,3.3,73,37,146,73,87,78,10,11,2.8,56,4.6, ,5.5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,1,1,0,3,2,6,1,6,6,1,6,1,6,3,4,1,4,0,3,2,1,0,4,1,5,5,6,6,6,5,6,1, ,2,4,1,4,0.5,3.5,1.5,1,0,3.5,1.5,5.5, ,ANADARKO PETROLEUM CORP,ANADARKO PETROLEUM CORP,11923,11923,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,5.7,6.1,10013,10910,14867,16375,801,-1750,14867,16375,55781,61689,13065,15092,3667,3405,21857,19725,23650,22318, , ,A,A,B-,B-,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2013,54,1959,No,0,2,0.166667,9,2,0.166667,1,0.083333,0,0,2,0.166667,12,2012,1,1105769, ,0,3846668,492009, ,0.155052854,0.053877716,9.606899271,9.703511061,1.902107526,1.960094784,10.92918859,11.02986091,0.234219537,0.244646533, , , ,0.4, ,5.5,1.902107526,1.960094784,9.606899271,10.92918859,54,3.9,3.4,299,207,0,1,0.79397064,1.408495246
